window_idx,true_label,original_xgboost_score,counterfactual_perfect_score,improvement,reduction_pct
1668,0,7.2e-05,0.999999,0.999927,1388594.64
1669,1,0.99888,0.999999,0.001119,0.11
1670,1,0.999808,0.999999,0.000191,0.02
1671,1,0.99981,0.999999,0.000189,0.02
1672,1,0.999266,0.999999,0.000733,0.07
1673,1,0.999752,0.999999,0.000247,0.02
1674,1,0.99955,0.999999,0.000449,0.04
1675,1,0.999863,0.999999,0.000136,0.01
1676,0,0.001318,0.999999,0.998681,75771.88
1677,0,0.0004,0.999999,0.999599,249893.5
1678,0,5.1e-05,0.999999,0.999948,1960297.98
1679,0,0.000441,0.999999,0.999558,226652.0
1680,0,4.3e-05,0.999999,0.999956,2324938.39
1681,1,0.999896,0.999999,0.000103,0.01
1682,1,0.999941,0.999999,5.8e-05,0.01
1683,1,0.999888,0.999999,0.000111,0.01
1684,0,0.023129,0.999999,0.97687,4223.57
1685,0,0.006694,0.999999,0.993305,14838.71
1686,0,0.000211,0.999999,0.999788,473810.72
1687,1,0.999914,0.999999,8.5e-05,0.01
1688,1,0.999917,0.999999,8.2e-05,0.01
1689,0,0.002521,0.999999,0.997478,39566.6
1690,0,0.000197,0.999999,0.999802,507487.94
1691,1,0.999883,0.999999,0.000116,0.01
1692,1,0.999935,0.999999,6.4e-05,0.01
1693,0,0.000853,0.999999,0.999146,117131.8
1694,0,0.000599,0.999999,0.9994,166841.96
1695,0,0.000204,0.999999,0.999795,490071.57
1696,1,0.999935,0.999999,6.4e-05,0.01
1697,0,0.000154,0.999999,0.999845,649207.84
1698,1,0.999531,0.999999,0.000468,0.05
1699,0,0.002537,0.999999,0.997462,39316.44
1700,0,1.8e-05,0.999999,0.999981,5552365.35
1701,1,0.999971,0.999999,2.8e-05,0.0
1702,0,0.000321,0.999999,0.999678,311416.47
1703,0,7.3e-05,0.999999,0.999926,1369574.03
1704,0,0.060194,0.999999,0.939805,1561.29
1705,0,0.000573,0.999999,0.999426,174416.85
1706,1,0.999954,0.999999,4.5e-05,0.0
1707,0,0.000149,0.999999,0.99985,670995.24
1708,1,0.995836,0.999999,0.004163,0.42
1709,0,0.068731,0.999999,0.931268,1354.95
1710,0,0.000354,0.999999,0.999645,282377.62
1711,0,6.8e-05,0.999999,0.999931,1470270.55
1712,1,0.999895,0.999999,0.000104,0.01
1713,0,5.6e-05,0.999999,0.999943,1785293.7
1714,1,0.999957,0.999999,4.2e-05,0.0
1715,0,0.001805,0.999999,0.998194,55301.3
1716,0,0.000447,0.999999,0.999552,223608.42
1717,0,2.4e-05,0.999999,0.999975,4164827.16
1718,0,0.000208,0.999999,0.999791,480645.64
1719,1,0.999968,0.999999,3.1e-05,0.0
1720,0,0.00756,0.999999,0.992439,13127.48
1721,1,0.999921,0.999999,7.8e-05,0.01
1722,0,0.000163,0.999999,0.999836,613358.69
1723,1,0.999946,0.999999,5.3e-05,0.01
1724,0,0.000994,0.999999,0.999005,100502.51
1725,1,0.999955,0.999999,4.4e-05,0.0
1726,1,0.999723,0.999999,0.000276,0.03
1727,0,6e-05,0.999999,0.999939,1666287.29
1728,1,0.99978,0.999999,0.000219,0.02
1729,1,0.999659,0.999999,0.00034,0.03
1730,0,0.000597,0.999999,0.999402,167401.22
1731,1,0.999654,0.999999,0.000345,0.03
1732,1,0.999621,0.999999,0.000378,0.04
1733,0,0.001108,0.999999,0.998891,90151.8
1734,1,0.93306,0.999999,0.066939,7.17
1735,0,0.000264,0.999999,0.999735,378673.16
1736,0,0.000206,0.999999,0.999793,485312.85
1737,0,0.000149,0.999999,0.99985,670995.24
1738,0,0.000113,0.999999,0.999886,884776.57
1739,1,0.999893,0.999999,0.000106,0.01
1740,0,0.005663,0.999999,0.994336,17558.44
1741,1,0.999785,0.999999,0.000214,0.02
1742,0,0.00105,0.999999,0.998949,95137.09
1743,0,0.0036,0.999999,0.996399,27677.67
1744,1,0.999972,0.999999,2.7e-05,0.0
1745,1,0.999152,0.999999,0.000847,0.08
1746,1,0.999967,0.999999,3.2e-05,0.0
1747,1,0.999921,0.999999,7.8e-05,0.01
1748,1,0.999949,0.999999,5e-05,0.01
1749,0,0.000159,0.999999,0.99984,628790.64
1750,0,5.8e-05,0.999999,0.999941,1723739.01
1751,1,0.999858,0.999999,0.000141,0.01
1752,0,0.000897,0.999999,0.999102,111381.37
1753,0,0.000243,0.999999,0.999756,411405.29
1754,0,0.00031,0.999999,0.999689,322469.92
1755,1,0.999854,0.999999,0.000145,0.01
1756,0,0.00018,0.999999,0.999819,555424.14
1757,1,0.995066,0.999999,0.004933,0.5
1758,0,0.000521,0.999999,0.999478,191834.71
1759,1,0.999931,0.999999,6.8e-05,0.01
1760,0,2.2e-05,0.999999,0.999977,4543284.87
1761,0,0.000296,0.999999,0.999703,337726.09
1762,1,0.999962,0.999999,3.7e-05,0.0
1763,1,0.999935,0.999999,6.4e-05,0.01
1764,1,0.999802,0.999999,0.000197,0.02
1765,1,0.999906,0.999999,9.3e-05,0.01
1766,0,0.000338,0.999999,0.999661,295748.94
1767,1,0.999515,0.999999,0.000484,0.05
1768,1,0.999225,0.999999,0.000774,0.08
1769,0,0.000539,0.999999,0.99946,185425.13
1770,1,0.998569,0.999999,0.00143,0.14
1771,1,0.999964,0.999999,3.4e-05,0.0
1772,0,0.000403,0.999999,0.999596,248032.56
1773,0,1.8e-05,0.999999,0.999981,5552365.35
1774,1,0.999479,0.999999,0.00052,0.05
1775,0,0.000755,0.999999,0.999244,132348.45
1776,1,0.999854,0.999999,0.000145,0.01
1777,1,0.99962,0.999999,0.000379,0.04
1778,1,0.99997,0.999999,2.9e-05,0.0
1779,1,0.795975,0.999999,0.204024,25.63
1780,0,0.00133,0.999999,0.998669,75087.33
1781,0,0.000176,0.999999,0.999823,568048.97
1782,1,0.999888,0.999999,0.000111,0.01
1783,1,0.999904,0.999999,9.5e-05,0.01
1784,0,0.000538,0.999999,0.999461,185769.97
1785,0,0.000119,0.999999,0.99988,840164.69
1786,1,0.999961,0.999999,3.8e-05,0.0
1787,0,0.0001,0.999999,0.999899,999799.02
1788,1,0.996628,0.999999,0.003371,0.34
1789,0,0.000102,0.999999,0.999897,980195.08
1790,1,0.999965,0.999999,3.4e-05,0.0
1791,1,0.998612,0.999999,0.001387,0.14
1792,0,0.000319,0.999999,0.99968,313369.49
1793,1,0.999553,0.999999,0.000446,0.04
1794,0,9.2e-05,0.999999,0.999907,1086737.31
1795,0,0.001395,0.999999,0.998604,71584.0
1796,0,0.003239,0.999999,0.99676,30773.6
1797,1,0.999903,0.999999,9.6e-05,0.01
1798,1,0.999969,0.999999,3e-05,0.0
1799,1,0.999342,0.999999,0.000657,0.07
1800,1,0.999896,0.999999,0.000103,0.01
1801,0,9.7e-05,0.999999,0.999902,1030720.54
1802,1,0.999151,0.999999,0.000848,0.08
1803,1,0.999954,0.999999,4.5e-05,0.0
1804,1,0.999941,0.999999,5.8e-05,0.01
1805,0,0.000593,0.999999,0.999406,168531.05
1806,1,0.999858,0.999999,0.00014,0.01
1807,1,0.999882,0.999999,0.000117,0.01
1808,1,0.999852,0.999999,0.000147,0.01
1809,1,0.99989,0.999999,0.000109,0.01
1810,1,0.999955,0.999999,4.4e-05,0.0
1811,0,0.00023,0.999999,0.999769,434663.28
1812,0,2.8e-05,0.999999,0.999971,3570049.98
1813,0,0.000749,0.999999,0.99925,133409.43
1814,1,0.999906,0.999999,9.3e-05,0.01
1815,0,6.3e-05,0.999999,0.999936,1586948.1
1816,1,0.999904,0.999999,9.5e-05,0.01
1817,0,9.5e-05,0.999999,0.999904,1052419.75
1818,1,0.998986,0.999999,0.001013,0.1
1819,0,0.000162,0.999999,0.999837,617145.24
1820,0,0.131228,0.999999,0.868771,662.03
1821,1,0.999961,0.999999,3.8e-05,0.0
1822,0,0.000125,0.999999,0.999874,799835.21
1823,0,3.3e-05,0.999999,0.999966,3029282.04
1824,1,0.999924,0.999999,7.5e-05,0.01
1825,1,0.999864,0.999999,0.000135,0.01
1826,0,0.000237,0.999999,0.999762,421822.71
1827,0,0.0001,0.999999,0.999899,999799.02
1828,1,0.999728,0.999999,0.000271,0.03
1829,0,0.000944,0.999999,0.999055,105830.98
1830,1,0.999739,0.999999,0.00026,0.03
1831,0,7.2e-05,0.999999,0.999927,1388594.64
1832,0,0.0009,0.999999,0.999099,111009.77
1833,0,0.000412,0.999999,0.999587,242612.32
1834,0,0.00041,0.999999,0.999589,243796.25
1835,1,0.999939,0.999999,6e-05,0.01
1836,1,0.999974,0.999999,2.5e-05,0.0
1837,0,0.001431,0.999999,0.998568,69780.64
1838,1,0.999886,0.999999,0.000113,0.01
1839,1,0.99987,0.999999,0.000129,0.01
1840,1,0.999754,0.999999,0.000244,0.02
1841,0,0.000496,0.999999,0.999503,201508.64
1842,1,0.999941,0.999999,5.8e-05,0.01
1843,1,0.99986,0.999999,0.000138,0.01
1844,1,0.999846,0.999999,0.000153,0.02
1845,0,0.000253,0.999999,0.999746,395140.9
1846,1,0.999972,0.999999,2.7e-05,0.0
1847,0,6.4e-05,0.999999,0.999935,1562154.35
1848,0,2.9e-05,0.999999,0.99997,3446983.8
1849,0,0.000241,0.999999,0.999758,414820.13
1850,0,0.000544,0.999999,0.999455,183719.97
1851,0,0.000853,0.999999,0.999146,117131.8
1852,0,8.8e-05,0.999999,0.999911,1136133.39
1853,1,0.996824,0.999999,0.003175,0.32
1854,0,0.000123,0.999999,0.999876,812841.23
1855,1,0.999969,0.999999,3e-05,0.0
1856,1,0.99998,0.999999,1.9e-05,0.0
1857,1,0.434474,0.999999,0.565525,130.16
1858,1,0.999821,0.999999,0.000178,0.02
1859,1,0.999955,0.999999,4.4e-05,0.0
1860,1,0.999853,0.999999,0.000146,0.01
1861,1,0.999487,0.999999,0.000512,0.05
1862,1,0.999618,0.999999,0.000381,0.04
1863,0,0.001039,0.999999,0.99896,96145.37
1864,0,0.000188,0.999999,0.999811,531786.08
1865,0,7e-05,0.999999,0.999929,1428265.96
1866,0,7.9e-05,0.999999,0.99992,1265561.32
1867,0,0.000159,0.999999,0.99984,628790.64
1868,1,0.9999,0.999999,9.9e-05,0.01
1869,1,0.999895,0.999999,0.000104,0.01
1870,1,0.999969,0.999999,3e-05,0.0
1871,0,8.6e-05,0.999999,0.999913,1162554.35
1872,0,0.000444,0.999999,0.999555,225119.93
1873,1,0.999816,0.999999,0.000183,0.02
1874,0,2.5e-05,0.999999,0.999974,3998296.68
1875,1,0.999852,0.999999,0.000147,0.01
1876,0,0.002995,0.999999,0.997004,33288.84
1877,0,0.000336,0.999999,0.999663,297509.9
1878,1,0.999933,0.999999,6.6e-05,0.01
1879,1,0.998456,0.999999,0.001543,0.15
1880,1,0.99958,0.999999,0.000419,0.04
1881,0,0.000144,0.999999,0.999855,694295.54
1882,1,0.999911,0.999999,8.8e-05,0.01
1883,1,0.99952,0.999999,0.000479,0.05
1884,1,0.999542,0.999999,0.000457,0.05
1885,1,0.999963,0.999999,3.6e-05,0.0
1886,1,0.999834,0.999999,0.000165,0.02
1887,0,0.00218,0.999999,0.997819,45771.3
1888,0,3.9e-05,0.999999,0.99996,2563342.73
1889,0,0.000813,0.999999,0.999186,122899.6
1890,1,0.999603,0.999999,0.000396,0.04
1891,1,0.665815,0.999999,0.334184,50.19
1892,0,5.8e-05,0.999999,0.999941,1723739.01
1893,1,0.999947,0.999999,5.2e-05,0.01
1894,0,0.002608,0.999999,0.997391,38243.37
1895,0,0.000284,0.999999,0.999715,351999.93
1896,0,0.000499,0.999999,0.9995,200296.59
1897,1,0.999656,0.999999,0.000343,0.03
1898,1,0.999644,0.999999,0.000355,0.04
1899,0,0.05745,0.999999,0.942549,1640.64
1900,0,0.000105,0.999999,0.999894,952189.32
1901,1,0.999588,0.999999,0.000411,0.04
1902,1,0.999951,0.999999,4.8e-05,0.0
1903,0,0.000242,0.999999,0.999757,413105.66
1904,1,0.999246,0.999999,0.000753,0.08
1905,1,0.994714,0.999999,0.005285,0.53
1906,1,0.999974,0.999999,2.4e-05,0.0
1907,0,0.000254,0.999999,0.999745,393584.9
1908,1,0.999907,0.999999,9.2e-05,0.01
1909,1,0.999954,0.999999,4.5e-05,0.0
1910,1,0.999878,0.999999,0.000121,0.01
1911,1,0.999901,0.999999,9.8e-05,0.01
1912,0,0.000825,0.999999,0.999174,121110.53
1913,0,0.010327,0.999999,0.989672,9583.34
1914,0,2.4e-05,0.999999,0.999975,4164827.16
1915,0,0.001486,0.999999,0.998513,67194.23
1916,0,0.000124,0.999999,0.999875,806285.78
1917,0,0.000211,0.999999,0.999788,473810.72
1918,0,0.002697,0.999999,0.997302,36978.06
1919,0,8.4e-05,0.999999,0.999915,1190233.31
1920,0,0.00011,0.999999,0.999889,908907.37
1921,1,0.999767,0.999999,0.000232,0.02
1922,1,0.999761,0.999999,0.000238,0.02
1923,0,0.000701,0.999999,0.999298,142551.18
1924,1,0.999556,0.999999,0.000443,0.04
1925,0,0.000475,0.999999,0.999524,210421.68
1926,1,0.996532,0.999999,0.003467,0.35
1927,1,0.998601,0.999999,0.001398,0.14
1928,1,0.99989,0.999999,0.000109,0.01
1929,0,4.2e-05,0.999999,0.999957,2380283.27
1930,0,0.007551,0.999999,0.992448,13143.25
1931,1,0.983751,0.999999,0.016248,1.65
1932,0,0.000656,0.999999,0.999343,152336.55
1933,0,0.002433,0.999999,0.997566,41001.31
1934,0,2.8e-05,0.999999,0.999971,3570049.98
1935,1,0.999952,0.999999,4.7e-05,0.0
1936,0,0.000455,0.999999,0.999544,219675.17
1937,1,0.998622,0.999999,0.001377,0.14
1938,0,0.000518,0.999999,0.999481,192946.28
1939,0,7.5e-05,0.999999,0.999924,1333054.26
1940,0,0.000178,0.999999,0.999821,561665.64
1941,1,0.999965,0.999999,3.4e-05,0.0
1942,0,0.000157,0.999999,0.999842,636801.48
1943,0,0.005449,0.999999,0.99455,18251.94
1944,0,7.4e-05,0.999999,0.999925,1351067.42
1945,1,0.999931,0.999999,6.8e-05,0.01
1946,0,4.3e-05,0.999999,0.999956,2324938.39
1947,1,0.999971,0.999999,2.8e-05,0.0
1948,1,0.999609,0.999999,0.00039,0.04
1949,1,0.999865,0.999999,0.000134,0.01
1950,0,0.001931,0.999999,0.998068,51686.32
1951,0,0.000189,0.999999,0.99981,528972.01
1952,0,0.000299,0.999999,0.9997,334336.64
1953,1,0.999235,0.999999,0.000764,0.08
1954,0,0.000971,0.999999,0.999028,102885.45
1955,0,7.5e-05,0.999999,0.999924,1333054.26
1956,1,0.980057,0.999999,0.019942,2.03
1957,0,0.005237,0.999999,0.994762,18994.85
1958,0,0.003083,0.999999,0.996916,32335.8
1959,1,0.999045,0.999999,0.000954,0.1
1960,1,0.999945,0.999999,5.4e-05,0.01
1961,1,0.997323,0.999999,0.002676,0.27
1962,1,0.999928,0.999999,7.1e-05,0.01
1963,0,0.00012,0.999999,0.999879,833163.07
1964,0,0.000846,0.999999,0.999153,118101.8
1965,0,0.000172,0.999999,0.999827,581260.97
1966,1,0.999801,0.999999,0.000198,0.02
1967,0,0.000306,0.999999,0.999693,326686.38
1968,0,2.1e-05,0.999999,0.999978,4759533.56
1969,1,0.999894,0.999999,0.000105,0.01
1970,1,0.999949,0.999999,5e-05,0.01
1971,1,0.999878,0.999999,0.000121,0.01
1972,1,0.955507,0.999999,0.044492,4.66
1973,1,0.999914,0.999999,8.5e-05,0.01
1974,1,0.999676,0.999999,0.000323,0.03
1975,0,4.8e-05,0.999999,0.999951,2082797.33
1976,0,0.001346,0.999999,0.998653,74193.58
1977,0,0.000173,0.999999,0.999826,577900.7
1978,1,0.999909,0.999999,9e-05,0.01
1979,0,0.002166,0.999999,0.997833,46067.79
1980,0,0.000216,0.999999,0.999783,462841.07
1981,1,0.999856,0.999999,0.000143,0.01
1982,0,5.2e-05,0.999999,0.999947,1922605.27
1983,1,0.99994,0.999999,5.9e-05,0.01
1984,1,0.985477,0.999999,0.014522,1.47
1985,1,0.999975,0.999999,2.4e-05,0.0
1986,0,0.0003,0.999999,0.999699,333221.89
1987,0,0.000387,0.999999,0.999612,258291.0
1988,1,0.999978,0.999999,2.1e-05,0.0
1989,0,0.000257,0.999999,0.999742,388989.53
1990,0,6.1e-05,0.999999,0.999938,1638973.94
1991,0,0.000304,0.999999,0.999695,328836.22
1992,1,0.999955,0.999999,4.4e-05,0.0
1993,0,0.00012,0.999999,0.999879,833163.07
1994,1,0.999972,0.999999,2.7e-05,0.0
1995,0,0.001982,0.999999,0.998017,50353.78
1996,1,0.999961,0.999999,3.8e-05,0.0
1997,0,0.996243,0.999999,0.003756,0.38
1998,0,0.000112,0.999999,0.999887,892676.55
1999,0,6.3e-05,0.999999,0.999936,1586948.1
2000,0,0.000368,0.999999,0.999631,271631.48
2001,1,0.999744,0.999999,0.000255,0.03
2002,0,0.000637,0.999999,0.999362,156883.25
2003,1,0.979413,0.999999,0.020586,2.1
2004,0,0.000405,0.999999,0.999594,246807.24
2005,0,0.000118,0.999999,0.999881,847284.98
2006,1,0.999935,0.999999,6.4e-05,0.01
2007,1,0.999981,0.999999,1.8e-05,0.0
2008,0,0.000143,0.999999,0.999856,699151.11
2009,1,0.998967,0.999999,0.001032,0.1
2010,0,0.000689,0.999999,0.99931,145035.63
2011,1,0.999903,0.999999,9.6e-05,0.01
2012,1,0.99938,0.999999,0.000619,0.06
2013,0,4.1e-05,0.999999,0.999958,2438327.24
2014,0,4.2e-05,0.999999,0.999957,2380283.27
2015,0,0.002824,0.999999,0.997175,35310.6
2016,0,0.000378,0.999999,0.999621,264443.0
2017,0,0.000268,0.999999,0.999731,373020.04
2018,1,0.999894,0.999999,0.000105,0.01
2019,1,0.999472,0.999999,0.000527,0.05
2020,0,0.018784,0.999999,0.981215,5223.67
2021,1,0.999942,0.999999,5.7e-05,0.01
2022,0,0.000151,0.999999,0.999848,662107.15
2023,1,0.999942,0.999999,5.7e-05,0.01
2024,0,0.003739,0.999999,0.99626,26645.02
2025,0,0.000115,0.999999,0.999884,869388.75
2026,0,7.9e-05,0.999999,0.99992,1265561.32
2027,0,0.001704,0.999999,0.998295,58585.04
2028,0,0.000128,0.999999,0.999871,781088.2
2029,1,0.999879,0.999999,0.00012,0.01
2030,0,0.000318,0.999999,0.999681,314355.21
2031,0,0.000162,0.999999,0.999837,617145.24
2032,1,0.999976,0.999999,2.3e-05,0.0
2033,1,0.9999,0.999999,9.9e-05,0.01
2034,0,0.001229,0.999999,0.99877,81266.22
2035,0,0.000561,0.999999,0.999438,178149.77
2036,1,0.999942,0.999999,5.7e-05,0.01
2037,1,0.9997,0.999999,0.000299,0.03
2038,1,0.999945,0.999999,5.4e-05,0.01
2039,0,0.00011,0.999999,0.999889,908907.37
2040,0,0.002219,0.999999,0.99778,44965.1
2041,0,0.000528,0.999999,0.999471,189290.16
2042,0,0.002623,0.999999,0.997376,38024.1
2043,0,0.000255,0.999999,0.999744,392041.1
2044,0,0.78731,0.999999,0.212688,27.01
2045,0,0.00038,0.999999,0.999619,263050.71
2046,1,0.999967,0.999999,3.2e-05,0.0
2047,1,0.999816,0.999999,0.000183,0.02
2048,1,0.999339,0.999999,0.00066,0.07
2049,0,5.6e-05,0.999999,0.999943,1785293.7
2050,0,0.000159,0.999999,0.99984,628790.64
2051,0,0.002174,0.999999,0.997825,45897.9
2052,1,0.296512,0.999999,0.703486,237.25
2053,0,4.7e-05,0.999999,0.999952,2127104.87
2054,0,0.001233,0.999999,0.998766,81002.26
2055,0,0.001783,0.999999,0.998216,55984.88
2056,1,0.999893,0.999999,0.000106,0.01
2057,0,0.001171,0.999999,0.998828,85296.28
2058,1,0.999956,0.999999,4.3e-05,0.0
2059,0,0.000174,0.999999,0.999825,574579.05
2060,1,0.999927,0.999999,7.2e-05,0.01
2061,0,0.000163,0.999999,0.999836,613358.69
2062,0,0.000825,0.999999,0.999174,121110.53
2063,1,0.999947,0.999999,5.2e-05,0.01
2064,0,0.000467,0.999999,0.999532,214027.97
2065,1,0.999976,0.999999,2.2e-05,0.0
2066,0,6e-05,0.999999,0.999939,1666287.29
2067,1,0.99997,0.999999,2.9e-05,0.0
2068,1,0.999904,0.999999,9.5e-05,0.01
2069,0,0.008375,0.999999,0.991624,11840.27
2070,1,0.999708,0.999999,0.00029,0.03
2071,0,0.001652,0.999999,0.998347,60432.26
2072,1,0.999838,0.999999,0.000161,0.02
2073,0,0.000453,0.999999,0.999546,220645.46
2074,0,5.8e-05,0.999999,0.999941,1723739.01
2075,0,0.001437,0.999999,0.998562,69488.87
2076,0,0.001187,0.999999,0.998812,84145.21
2077,1,0.999694,0.999999,0.000305,0.03
2078,1,0.999836,0.999999,0.000163,0.02
2079,0,2.4e-05,0.999999,0.999975,4164827.16
2080,0,0.00285,0.999999,0.997149,34987.56
2081,1,0.999947,0.999999,5.2e-05,0.01
2082,0,0.00045,0.999999,0.999549,222117.06
2083,1,0.999777,0.999999,0.000222,0.02
2084,1,0.984965,0.999999,0.015034,1.53
2085,0,0.000629,0.999999,0.99937,158879.83
2086,0,0.000279,0.999999,0.99972,358309.74
2087,1,0.99995,0.999999,4.9e-05,0.0
2088,1,0.999965,0.999999,3.4e-05,0.0
2089,0,0.000706,0.999999,0.999293,141540.91
2090,0,9.7e-05,0.999999,0.999902,1030720.54
2091,1,0.999939,0.999999,6e-05,0.01
2092,1,0.999828,0.999999,0.000171,0.02
2093,1,0.999641,0.999999,0.000358,0.04
2094,1,0.999218,0.999999,0.000781,0.08
2095,0,4.3e-05,0.999999,0.999956,2324938.39
2096,0,0.007228,0.999999,0.992771,13735.05
2097,0,3.1e-05,0.999999,0.999968,3224663.01
2098,1,0.999892,0.999999,0.000107,0.01
2099,1,0.999849,0.999999,0.00015,0.02
2100,0,0.000185,0.999999,0.999814,540410.79
2101,1,0.999872,0.999999,0.000127,0.01
2102,1,0.999958,0.999999,4.1e-05,0.0
2103,1,0.999944,0.999999,5.5e-05,0.01
2104,0,0.000138,0.999999,0.999861,724484.46
2105,1,0.999942,0.999999,5.7e-05,0.01
2106,1,0.999873,0.999999,0.000126,0.01
2107,0,0.000106,0.999999,0.999893,943206.3
2108,0,7.8e-05,0.999999,0.999921,1281785.67
2109,0,0.001763,0.999999,0.998236,56621.12
2110,0,0.000117,0.999999,0.999882,854526.96
2111,0,0.000451,0.999999,0.999548,221624.35
2112,1,0.999813,0.999999,0.000186,0.02
2113,1,0.999769,0.999999,0.00023,0.02
2114,1,0.999978,0.999999,2.1e-05,0.0
2115,1,0.990903,0.999999,0.009096,0.92
2116,0,2.7e-05,0.999999,0.999972,3702228.8
2117,0,0.00176,0.999999,0.998239,56717.8
2118,1,0.999904,0.999999,9.5e-05,0.01
2119,1,0.999972,0.999999,2.7e-05,0.0
2120,0,0.000798,0.999999,0.999201,125211.59
2121,0,0.006505,0.999999,0.993494,15272.75
2122,0,0.000106,0.999999,0.999893,943206.3
2123,0,0.000141,0.999999,0.999858,709068.86
2124,0,8.6e-05,0.999999,0.999913,1162554.35
2125,0,0.000152,0.999999,0.999847,657750.81
2126,1,0.871786,0.999999,0.128213,14.71
2127,1,0.999675,0.999999,0.000324,0.03
2128,1,0.999959,0.999999,4e-05,0.0
2129,1,0.999926,0.999999,7.3e-05,0.01
2130,1,0.999894,0.999999,0.000105,0.01
2131,1,0.999914,0.999999,8.5e-05,0.01
2132,1,0.99972,0.999999,0.000279,0.03
2133,0,6.4e-05,0.999999,0.999935,1562154.35
2134,1,0.999937,0.999999,6.2e-05,0.01
2135,1,0.999901,0.999999,9.8e-05,0.01
2136,0,2.8e-05,0.999999,0.999971,3570049.98
2137,0,0.000258,0.999999,0.999741,387481.49
2138,1,0.957254,0.999999,0.042745,4.47
2139,1,0.999932,0.999999,6.6e-05,0.01
2140,0,0.000756,0.999999,0.999243,132173.25
2141,0,0.000212,0.999999,0.999787,471575.4
2142,1,0.999903,0.999999,9.6e-05,0.01
2143,0,0.002569,0.999999,0.99743,38825.46
2144,1,0.999357,0.999999,0.000642,0.06
2145,1,0.999963,0.999999,3.6e-05,0.0
2146,0,4.8e-05,0.999999,0.999951,2082797.33
2147,0,6.1e-05,0.999999,0.999938,1638973.94
2148,1,0.999916,0.999999,8.4e-05,0.01
2149,0,0.000286,0.999999,0.999713,349537.78
2150,1,0.999925,0.999999,7.4e-05,0.01
2151,0,5.7e-05,0.999999,0.999942,1753976.5
2152,0,0.000352,0.999999,0.999647,283982.56
2153,1,0.999239,0.999999,0.00076,0.08
2154,0,0.00029,0.999999,0.999709,344715.35
2155,1,0.999819,0.999999,0.00018,0.02
2156,1,0.999307,0.999999,0.000692,0.07
2157,0,6.1e-05,0.999999,0.999938,1638973.94
2158,0,1.4e-05,0.999999,0.999985,7137651.68
2159,1,0.999966,0.999999,3.3e-05,0.0
2160,0,0.000212,0.999999,0.999787,471575.4
2161,0,0.003609,0.999999,0.99639,27608.4
2162,0,0.000564,0.999999,0.999435,177201.65
2163,0,0.008697,0.999999,0.991302,11398.19
2164,0,4.1e-05,0.999999,0.999958,2438327.24
2165,0,0.295132,0.999999,0.704867,238.83
2166,1,0.999911,0.999999,8.8e-05,0.01
2167,1,0.999975,0.999999,2.4e-05,0.0
2168,0,0.000151,0.999999,0.999848,662107.15
2169,0,0.000273,0.999999,0.999726,366186.59
2170,1,0.999961,0.999999,3.8e-05,0.0
2171,0,0.000243,0.999999,0.999756,411405.29
2172,0,5.1e-05,0.999999,0.999948,1960297.98
2173,1,0.998245,0.999999,0.001754,0.18
2174,0,5.6e-05,0.999999,0.999943,1785293.7
2175,1,0.999978,0.999999,2.1e-05,0.0
2176,0,6.6e-05,0.999999,0.999933,1514820.48
2177,1,0.999752,0.999999,0.000247,0.02
2178,0,0.000136,0.999999,0.999863,735139.33
2179,1,0.999796,0.999999,0.000203,0.02
2180,1,0.998353,0.999999,0.001646,0.16
2181,1,0.999944,0.999999,5.5e-05,0.01
2182,1,0.99994,0.999999,5.9e-05,0.01
2183,1,0.999963,0.999999,3.6e-05,0.0
2184,1,0.999888,0.999999,0.000111,0.01
2185,0,4.3e-05,0.999999,0.999956,2324938.39
2186,1,0.999706,0.999999,0.000293,0.03
2187,0,4e-05,0.999999,0.999959,2499272.68
2188,0,2.4e-05,0.999999,0.999975,4164827.16
2189,0,0.003013,0.999999,0.996986,33089.37
2190,0,0.00215,0.999999,0.997849,46411.37
2191,0,0.000123,0.999999,0.999876,812841.23
2192,1,0.999909,0.999999,9e-05,0.01
2193,0,0.000153,0.999999,0.999846,653451.41
2194,0,0.00084,0.999999,0.999159,118946.08
2195,0,0.000402,0.999999,0.999597,248649.78
2196,0,0.000127,0.999999,0.999872,787238.8
2197,0,0.000228,0.999999,0.999771,438476.82
2198,0,8.9e-05,0.999999,0.99991,1123368.16
2199,0,0.000367,0.999999,0.999632,272371.87
2200,1,0.9997,0.999999,0.0003,0.03
2201,0,0.000376,0.999999,0.999623,265850.11
2202,0,0.000465,0.999999,0.999534,214948.93
2203,1,0.999945,0.999999,5.4e-05,0.01
2204,1,0.999723,0.999999,0.000276,0.03
2205,1,0.999957,0.999999,4.2e-05,0.0
2206,0,0.000642,0.999999,0.999357,155660.66
2207,0,0.000424,0.999999,0.999575,235743.26
2208,0,6.3e-05,0.999999,0.999936,1586948.1
2209,1,0.999868,0.999999,0.000131,0.01
2210,1,0.999948,0.999999,5.1e-05,0.01
2211,0,9.5e-05,0.999999,0.999904,1052419.75
2212,0,6.5e-05,0.999999,0.999934,1538123.37
2213,0,0.000616,0.999999,0.999383,162234.87
2214,1,0.999944,0.999999,5.5e-05,0.01
2215,1,0.999912,0.999999,8.7e-05,0.01
2216,0,0.000157,0.999999,0.999842,636801.48
2217,0,6e-05,0.999999,0.999939,1666287.29
2218,1,0.999806,0.999999,0.000193,0.02
