sinr_dl_db,mcs_dl,packet_loss_ratio,prb_utilization,retransmissions,cqi,load_level,mobility_speed,shadowing_enabled,throughput_mbps_roll3,throughput_mbps_roll5,throughput_mbps_lag1,throughput_mbps_lag3,jitter_ms_roll3,jitter_ms_roll5,jitter_ms_lag1,jitter_ms_lag3,sinr_dl_db_roll3,sinr_dl_db_roll5,sinr_dl_db_lag1,sinr_dl_db_lag3,packet_loss_ratio_roll3,packet_loss_ratio_roll5,packet_loss_ratio_lag1,packet_loss_ratio_lag3,timestamp,ue_id,y_true,y_pred
-31.8917,0,1.0,2,19,0,1,0,1,1.2934933333333334,1.815475999999999,1.89603,0.0,23.553603333333303,17.983258000000028,2.81721,17.2084,-14.107750000000001,-9.177393999999984,4.94005,-11.168,0.6110000000000008,0.6343500000000002,0.035,1.0,77,5,47.4073,49.900166
-11.5494,0,0.89,4,92,0,2,0,0,0.7760953333333335,0.862547199999999,0.0,1.98445,31.103603333333307,26.19110200000003,47.4073,20.4363,-12.833683333333333,-13.008129999999985,-31.8917,-15.3716,0.6416666666666675,0.7446000000000002,1.0,0.798,77,5,43.0863,35.721195
-31.7638,0,1.0,4,361,0,2,0,1,0.14408533333333332,0.862547199999999,0.432256,1.89603,51.637533333333295,35.633222000000025,43.0863,2.81721,-25.068299999999997,-17.12728999999998,-11.5494,4.94005,0.9633333333333342,0.7446000000000002,0.89,0.035,77,5,64.419,57.207485
-0.0847478,6,0.845,2,184,4,3,0,0,0.4486293333333333,0.648383599999999,0.0,0.0,36.234936666666634,31.785864000000025,64.419,47.4073,-14.465982599999998,-14.069919559999983,-31.7638,-31.8917,0.9116666666666675,0.7540000000000001,1.0,1.0,77,5,1.19951,13.85289
-1.24392,4,0.516667,4,0,3,3,0,1,1.2526706666666667,0.8380535999999988,0.913632,0.432256,28.77313666666663,35.362602000000024,1.19951,43.0863,-11.030822599999999,-15.306713559999983,-0.0847478,-11.5494,0.7872223333333341,0.8503334000000002,0.845,0.89,77,5,20.7009,6.3586926
-4.16254,2,0.93375,2,0,2,4,0,0,1.426228,0.9421879999999989,2.84438,0.0,9.239453333333305,27.044732000000028,20.7009,64.419,-1.8304025999999975,-9.760881559999984,-1.24392,-31.7638,0.7651390000000008,0.8370834000000003,0.516667,1.0,77,5,5.81795,4.6573887
-22.2304,0,1.0,4,834,0,4,0,1,1.1216840000000001,0.855736799999999,0.520672,0.913632,23.691883333333305,27.338832000000025,5.81795,1.19951,-9.212286666666664,-11.897081559999984,-4.16254,-0.0847478,0.8168056666666675,0.8590834,0.93375,0.845,77,5,44.5568,42.17384
-0.406374,6,0.827,2,4,4,5,0,0,0.7400739999999999,1.195646799999999,0.0,2.84438,18.421616666666637,15.433052000000028,44.5568,20.7009,-8.933104666666663,-5.625596359999984,-22.2304,-1.24392,0.9202500000000008,0.8244834000000001,1.0,0.516667,77,5,4.8901,1.0591267
-9.30746,0,0.825,4,335,0,1,0,0,0.68113,1.0816883999999987,1.69955,0.520672,22.15409999999997,18.596230000000027,4.8901,5.81795,-10.648077999999998,-7.470138799999985,-0.406374,-4.16254,0.8840000000000008,0.8204834000000002,0.827,0.93375,78,5,17.0154,31.73634
-14.7291,0,0.965,7,206,0,1,0,1,0.7040526666666667,0.5265659999999988,0.34384,0.0,32.21599999999997,29.40455000000003,17.0154,44.5568,-8.147644666666665,-10.167174799999984,-9.30746,-22.2304,0.8723333333333341,0.9101500000000001,0.825,1.0,78,5,74.7425,58.45916
32.2869,28,0.0225,2,9,15,2,0,0,1.4179293333333334,1.1906675999999987,0.068768,1.69955,33.08353999999997,29.73950400000003,74.7425,4.8901,2.7501133333333363,-2.8772867999999834,-14.7291,-0.406374,0.6041666666666675,0.7279000000000002,0.965,0.827,78,5,7.49272,1.3054208
-20.5805,0,0.9625,4,177,0,2,0,1,1.352436,1.2201395999999989,3.84118,0.34384,35.6810733333333,25.78974400000003,7.49272,17.0154,-1.0075666666666645,-2.5473067999999843,32.2869,-9.30746,0.6500000000000008,0.7204000000000002,0.0225,0.825,78,5,24.808,62.531116
-16.1588,0,0.895,3,282,0,3,0,0,1.5358173333333334,1.004011999999999,0.14736,0.068768,20.0136733333333,30.35978400000003,24.808,74.7425,-1.48413333333333,-5.697791999999984,-20.5805,-14.7291,0.6266666666666675,0.7340000000000002,0.9625,0.965,78,5,27.7403,29.021023
-12.7045,0,0.991667,3,444,0,3,0,1,0.2717973333333334,0.9450679999999988,0.618912,3.84118,37.09729999999997,38.70542400000003,27.7403,7.49272,-16.481266666666667,-6.377199999999984,-16.1588,32.2869,0.9497223333333341,0.7673334000000003,0.895,0.0225,78,5,58.7436,43.067585
-17.8363,0,1.0,4,33,0,4,0,0,0.2226773333333334,0.9313143999999987,0.04912,0.14736,39.5915333333333,30.21506400000003,58.7436,24.808,-15.56653333333333,-6.998639999999983,-12.7045,-20.5805,0.9622223333333343,0.7743334000000003,0.991667,0.9625,78,5,32.2907,47.50854
-26.6336,0,1.0,3,37,0,4,0,1,0.016373333333333333,0.16307839999999887,0.0,0.618912,44.196166666666635,37.02736000000003,32.2907,27.7403,-19.05813333333333,-18.782739999999983,-17.8363,-16.1588,0.9972223333333341,0.9698334000000003,1.0,0.895,78,5,41.5542,48.078762
20.0094,28,1.0,3,169,15,5,0,0,0.0,0.13360639999999888,0.0,0.04912,32.2509333333333,36.64734000000003,41.5542,58.7436,-8.1535,-10.664759999999983,-26.6336,-12.7045,1.0,0.9773334000000002,1.0,0.991667,78,5,22.9079,15.26801
-11.0749,0,0.605,3,256,0,1,0,0,0.2586986666666667,0.16504319999999884,0.0,0.0,23.089446666666635,32.060528000000026,22.9079,32.2907,-5.899699999999998,-9.647979999999984,20.0094,-17.8363,0.8683333333333341,0.9193334000000002,1.0,1.0,79,5,4.80624,15.792457
-0.231783,6,0.96,3,189,4,1,0,1,0.284896,0.17093759999999883,0.776096,0.0,65.0757133333333,53.81440800000003,4.80624,41.5542,2.900905666666669,-7.153436599999985,-11.0749,-26.6336,0.8550000000000008,0.9130000000000003,0.605,1.0,79,5,167.513,89.20753
2.3527,28,0.6725,2,104,4,2,0,0,0.713876,0.4283255999999988,0.078592,0.0,57.95400666666663,47.664824000000024,167.513,22.9079,-2.9846609999999973,-3.1156365999999847,-0.231783,20.0094,0.7458333333333341,0.8475000000000001,0.96,1.0,79,5,1.54278,14.135501
-29.1506,0,0.9625,3,351,0,2,0,1,0.5042973333333333,0.4577975999999988,1.28694,0.776096,66.12952666666662,45.22054400000003,1.54278,4.80624,-9.00989433333333,-3.6190365999999843,2.3527,-11.0749,0.8650000000000008,0.8400000000000002,0.6725,0.605,79,5,29.3328,127.67613
25.7063,28,0.878333,2,433,15,3,0,0,0.7171506666666666,0.6012279999999988,0.14736,0.078592,12.482163333333295,41.95314600000003,29.3328,167.513,-0.3638666666666654,-2.479656599999985,-29.1506,-0.231783,0.8377776666666675,0.8156666000000001,0.9625,0.96,79,5,6.57091,9.058225
-23.1774,0,0.775,4,183,0,3,0,1,0.7302506666666666,0.7112567999999989,0.717152,1.28694,25.697769999999963,49.22981800000003,6.57091,1.54278,-8.873899999999997,-4.900156599999985,25.7063,2.3527,0.8719443333333342,0.8496666000000003,0.878333,0.6725,79,5,41.1896,32.312485
-22.2224,0,1.0,8,152,0,4,0,0,0.6811306666666667,0.6955383999999988,1.32624,0.14736,29.217736666666628,23.705758000000024,41.1896,29.3328,-6.564499999999998,-9.298279999999986,-23.1774,-29.1506,0.8844443333333342,0.8576666000000003,0.775,0.9625,79,5,39.8927,43.431057
-21.1986,0,1.0,4,384,0,4,0,1,0.44208000000000003,0.4381503999999989,0.0,0.717152,44.34576666666663,33.78820200000003,39.8927,6.57091,-22.199466666666666,-14.008539999999986,-22.2224,25.7063,0.9250000000000007,0.9231666000000003,1.0,0.878333,79,5,51.955,53.448334
-2.81102,2,0.877,8,0,2,5,0,0,0.4027833333333333,0.6503483999999988,0.0,1.32624,34.97363333333329,30.53628200000003,51.955,41.1896,-15.41067333333333,-8.740623999999986,-21.1986,-23.1774,0.9590000000000009,0.9060666000000002,1.0,0.775,79,5,13.0732,10.772685
13.6073,20,0.735,3,161,11,1,0,0,0.5763406666666667,0.6110523999999989,1.20835,0.0,33.7775333333333,36.482980000000026,13.0732,39.8927,-3.4674399999999976,-11.160423999999985,-2.81102,-22.2224,0.8706666666666675,0.8774000000000003,0.877,1.0,80,5,36.3044,35.72845
-19.8264,0,0.92,4,290,0,1,0,1,0.6287353333333333,0.37724119999999883,0.520672,0.0,41.29226666666663,43.14490000000003,36.3044,51.955,-3.010039999999998,-10.490223999999985,13.6073,-21.1986,0.8440000000000009,0.9064000000000002,0.735,1.0,80,5,74.4992,56.85523
3.19716,8,0.2425,5,92,5,2,0,0,1.2181753333333332,0.972575199999999,0.157184,1.20835,38.480839999999965,36.094144000000036,74.4992,13.0732,-1.007313333333331,-5.406311999999984,-19.8264,-2.81102,0.6325000000000008,0.7549000000000002,0.92,0.877,80,5,4.63892,11.716264
-5.57304,0,0.7475,5,0,0,2,0,1,1.3753593333333332,1.1710199999999988,2.97667,0.520672,30.88310666666663,28.405384000000026,4.63892,36.3044,-7.400759999999997,-2.2811999999999846,3.19716,13.6073,0.6366666666666675,0.7044000000000002,0.2425,0.735,80,5,13.5112,11.873591
-1.52139,4,0.69,5,30,3,3,0,0,1.9320513333333331,1.294801999999999,0.992224,0.157184,17.376639999999963,32.58670400000003,13.5112,74.4992,-1.2990899999999976,-2.0232739999999843,-5.57304,-19.8264,0.5600000000000008,0.6670000000000003,0.7475,0.92,80,5,33.9798,8.317692
-4.26434,2,0.806667,3,71,2,3,0,1,1.3196880000000002,1.418583599999999,1.82726,2.97667,16.93888999999996,25.990958000000028,33.9798,4.63892,-3.7862566666666644,-5.597601999999985,-1.52139,3.19716,0.7480556666666676,0.6813334000000003,0.69,0.2425,80,5,3.32567,8.423972
-20.6066,0,1.0,8,284,0,4,0,0,0.9889466666666668,1.387146799999999,1.13958,0.992224,21.341289999999958,16.43479800000003,3.32567,13.5112,-8.797443333333332,-5.753641999999985,-4.26434,-5.57304,0.8322223333333341,0.6973334000000002,0.806667,0.7475,80,5,26.7184,55.10109
-12.9701,0,0.8925,3,520,0,4,0,1,0.6614813333333335,0.9607855999999989,0.0,1.82726,16.95025666666663,19.66835400000003,26.7184,33.9798,-12.613679999999997,-8.987093999999985,-20.6066,-1.52139,0.8997223333333341,0.8273334000000002,1.0,0.69,80,5,20.8067,15.992175
-18.1838,0,0.944,3,13,0,5,0,0,0.46500266666666673,0.8723695999999987,0.844864,1.13958,26.490233333333293,23.355234000000028,20.8067,3.32567,-17.2535,-11.509245999999987,-12.9701,-4.26434,0.9455000000000008,0.8666334000000001,0.8925,0.806667,80,5,31.9456,25.193855
-18.8135,0,1.0,3,217,0,1,0,0,0.46500266666666673,0.5069175999999989,0.550144,0.0,25.917433333333292,21.559274000000027,31.9456,26.7184,-16.6558,-14.967667999999986,-18.1838,-20.6066,0.9455000000000008,0.9286334000000004,0.944,1.0,81,5,25.0,30.748224
-8.64997,0,0.77,3,207,0,1,0,1,0.3340160000000001,0.36938239999999883,0.0,0.844864,59.69686666666663,45.32314000000002,25.0,20.8067,-15.215756666666664,-15.844793999999984,-18.8135,-12.9701,0.9046666666666674,0.9213000000000002,1.0,0.8925,81,5,122.145,42.646294
-1.90978,4,0.5375,5,12,3,2,0,0,0.7564480000000001,0.7328703999999988,0.451904,0.550144,49.58052999999995,40.29877800000003,122.145,31.9456,-9.791083333333333,-12.105429999999986,-8.64997,-18.1838,0.7691666666666674,0.8288000000000002,0.77,0.944,81,5,1.59659,5.3624682
-31.7638,0,1.0,3,118,0,2,0,1,0.7564480000000001,0.5638975999999989,1.81744,0.0,62.72019666666663,49.021238000000025,1.59659,25.0,-14.10785,-15.864169999999984,-1.90978,-18.8135,0.7691666666666674,0.8503000000000004,0.5375,1.0,81,5,64.419,120.68719
-17.8208,0,0.888333,4,297,0,3,0,0,0.8252160000000002,0.5855103999999989,0.0,0.451904,35.6958633333333,50.846518000000025,64.419,122.145,-17.164793333333332,-15.791569999999984,-31.7638,-8.64997,0.8086110000000007,0.8391666000000002,1.0,0.77,81,5,41.072,30.199812
-24.2124,16,1.0,2,0,0,3,0,1,0.21940266666666683,0.5855103999999989,0.658208,1.81744,38.033486666666626,47.56841000000003,41.072,1.59659,-24.599,-16.871349999999985,-17.8208,-1.90978,0.9627776666666673,0.8391666000000002,0.888333,0.5375,81,5,8.60946,24.253899
32.696,28,0.26875,2,10,15,4,0,0,2.135082666666667,1.644537599999999,0.0,0.0,17.22303666666663,23.53694000000003,8.60946,64.419,-3.1123999999999987,-8.602155999999985,-24.2124,-31.7638,0.7190276666666674,0.7389166000000003,1.0,1.0,81,5,1.98765,4.8284454
-22.2304,0,1.0,4,877,0,4,0,1,1.91568,1.281049599999999,5.74704,0.658208,18.38463666666663,32.12898200000003,1.98765,41.072,-4.5822666666666665,-12.666279999999986,32.696,-17.8208,0.7562500000000009,0.8314166000000004,0.26875,0.888333,81,5,44.5568,27.164173
-20.2506,0,1.0,4,351,0,5,0,0,1.91568,1.281049599999999,0.0,0.0,21.28641666666663,22.70814200000003,44.5568,8.60946,-3.2616666666666667,-10.363639999999984,-22.2304,-24.2124,0.7562500000000009,0.8314166000000004,1.0,1.0,81,5,17.3148,23.123774
23.0121,28,0.96,2,163,15,1,0,0,0.026197333333333333,1.1651263999999988,0.0,5.74704,25.002799999999965,17.12110200000003,17.3148,1.98765,-6.489633333333331,-2.197059999999985,-20.2506,32.696,0.9866666666666676,0.8457500000000003,1.0,0.26875,82,5,13.1368,32.15824
-24.9984,0,0.87,9,313,0,1,0,1,0.11133866666666666,1.2162111999999987,0.078592,0.0,33.674699999999966,29.51371000000003,13.1368,44.5568,-7.412299999999998,-2.354259999999985,23.0121,-22.2304,0.9433333333333341,0.8197500000000003,0.96,1.0,82,5,70.5725,51.57867
4.48227,10,0.0,3,12,6,2,0,0,1.4277553333333335,0.8566531999999988,0.255424,0.0,28.396206666666632,29.41204400000003,70.5725,17.3148,0.8319900000000011,-7.997005999999985,-24.9984,-20.2506,0.6100000000000008,0.7660000000000003,0.87,1.0,82,5,1.47932,3.0884364
-2.18595,4,0.86,4,32,3,2,0,1,1.5849393333333335,0.9666819999999987,3.94925,0.078592,32.475406666666636,25.575564000000032,1.47932,13.1368,-7.567359999999998,-3.988115999999985,4.48227,23.0121,0.5766666666666674,0.7380000000000003,0.0,0.96,82,5,25.3744,19.892982
-20.7266,0,0.941667,4,478,0,3,0,0,1.6144113333333332,1.0354499999999986,0.550144,0.255424,17.0365733333333,26.96380400000003,25.3744,70.5725,-6.143426666666667,-4.083315999999985,-2.18595,-24.9984,0.6005556666666675,0.7263334000000002,0.86,0.87,82,5,24.256,32.1598
-1.20087,4,0.69,6,175,3,3,0,1,0.9070813333333333,1.3851835999999988,0.34384,3.94925,22.541433333333302,27.935224000000026,24.256,1.47932,-8.037806666666667,-8.925909999999986,-20.7266,4.48227,0.8305556666666675,0.6723334000000003,0.941667,0.0,82,5,17.9939,11.627557
-4.16254,2,0.9325,2,1,2,4,0,0,0.900532,1.4401979999999988,1.82726,0.550144,15.994239999999968,14.96728800000003,17.9939,25.3744,-8.69667,-4.758737999999985,-1.20087,-2.18595,0.854722333333334,0.6848334000000003,0.69,0.86,82,5,5.73282,12.1133
-21.6101,0,0.97875,2,118,0,4,0,1,0.8415879999999999,0.6837495999999987,0.530496,0.34384,21.2961733333333,22.70378400000003,5.73282,24.256,-8.991169999999999,-9.977211999999984,-4.16254,-20.7266,0.867083333333334,0.8805834000000002,0.9325,0.941667,82,5,40.1618,40.33281
5.20879,12,0.449,2,24,7,5,0,0,2.0368413333333333,1.6563247999999988,0.167008,1.82726,15.63777999999997,17.832648000000027,40.1618,17.9939,-6.854616666666665,-8.498263999999985,-21.6101,-1.20087,0.7867500000000006,0.7983834000000003,0.97875,0.69,82,5,1.01872,0.030017227
-15.5653,0,1.0,4,447,0,1,0,0,1.8600093333333334,1.5875567999999989,5.41302,0.530496,22.266373333333302,18.10516800000003,1.01872,5.73282,-10.655536666666665,-7.466003999999984,5.20879,-4.16254,0.8092500000000008,0.8100500000000004,0.449,0.9325,83,5,25.6186,47.898754
-8.64997,0,0.96,5,170,0,1,0,1,1.8305373333333332,1.237823199999999,0.0,0.167008,49.02043999999997,38.59118800000003,25.6186,40.1618,-6.335493333333333,-8.955823999999984,-15.5653,-21.6101,0.8030000000000008,0.8640500000000003,1.0,0.97875,83,5,120.424,89.395294
-0.597304,4,0.6425,3,0,3,2,0,0,0.494474,1.412689999999999,0.078592,5.41302,49.1385033333333,37.71920600000003,120.424,1.01872,-8.270858,-8.242776799999984,-8.64997,5.20879,0.8675000000000007,0.8060500000000003,0.96,0.449,83,5,1.37291,3.2012203
-19.1074,0,0.91,3,76,0,2,0,1,0.612362,1.4500211999999988,1.40483,0.0,51.19380333333331,36.043746000000034,1.37291,25.6186,-9.451558,-7.742236799999984,-0.597304,-15.5653,0.8375000000000007,0.7923000000000003,0.6425,1.0,83,5,31.7845,71.90926
33.4167,28,0.526667,2,20,15,3,0,0,1.5161713333333333,0.9254211999999988,0.353664,0.078592,11.455853333333302,36.082032000000034,31.7845,120.424,4.570665333333333,-2.1006547999999854,-19.1074,-8.64997,0.6930556666666674,0.8078334000000001,0.91,0.96,83,5,1.21015,1.4473735
-12.7045,0,0.996667,4,307,0,3,0,1,1.054444,0.9293507999999988,2.79002,1.40483,30.456416666666637,42.633232000000035,1.21015,1.37291,0.534933333333333,-1.5284947999999852,33.4167,-0.597304,0.8111113333333341,0.8071668000000003,0.526667,0.6425,83,5,58.3746,58.985607
-17.8363,0,1.0,4,132,0,4,0,0,0.936556,0.9136323999999988,0.019648,0.353664,30.625149999999966,25.006572000000034,58.3746,31.7845,0.9586333333333314,-3.3657607999999852,-12.7045,-19.1074,0.841111333333334,0.8151668000000003,0.996667,0.91,83,5,32.2907,36.028683
-14.8808,0,0.99375,4,123,0,4,0,1,0.022922666666666664,0.6424903999999988,0.0,2.79002,47.398666666666635,35.03813000000004,32.2907,1.21015,-15.140533333333336,-6.222459999999986,-17.8363,33.4167,0.9968056666666674,0.8854168000000003,1.0,0.526667,83,5,51.5307,59.39184
-15.3716,0,0.999,2,80,0,5,0,0,0.019648,0.5737223999999989,0.04912,0.019648,35.10526666666664,32.98011000000003,51.5307,58.3746,-16.029566666666668,-5.475299999999986,-14.8808,-12.7045,0.997583333333334,0.9032168000000003,0.99375,0.996667,83,5,21.4944,21.843172
15.0219,20,0.02,3,4,11,1,0,0,0.6614813333333333,0.40081839999999885,0.009824,0.0,25.215819999999965,33.26255200000003,21.4944,32.2907,-5.076833333333335,-9.154259999999985,-15.3716,-17.8363,0.6709166666666674,0.8018834000000004,0.999,1.0,84,5,2.62236,4.576439
-24.9984,0,1.0,8,202,0,1,0,1,0.6451079999999999,0.3968887999999988,1.9255,0.04912,31.563086666666635,35.702132000000034,2.62236,51.5307,-8.449366666666668,-11.613039999999987,15.0219,-14.8808,0.6730000000000008,0.8025500000000003,0.02,0.99375,84,5,70.5725,45.094948
-31.6507,0,1.0,4,195,0,2,0,0,0.6418333333333334,0.3968887999999988,0.0,0.009824,30.93338666666663,33.16505200000003,70.5725,21.4944,-13.875733333333335,-14.375919999999985,-24.9984,-15.3716,0.6733333333333341,0.8025500000000003,1.0,0.999,84,5,19.6053,29.226955
1.21007,6,0.5425,3,6,4,2,0,1,0.5992633333333334,0.7466227999999988,0.0,1.9255,34.252999999999965,25.375152000000032,19.6053,2.62236,-18.47967666666667,-11.157745999999985,-31.6507,15.0219,0.8475000000000007,0.7123000000000003,1.0,0.02,84,5,12.5812,6.9526544
-16.1588,0,1.0,3,402,0,3,0,0,0.5992633333333334,0.7446579999999988,1.79779,0.0,19.97559999999996,26.62433200000003,12.5812,70.5725,-15.533143333333335,-11.315185999999986,1.21007,-24.9984,0.8475000000000007,0.7125000000000004,0.5425,1.0,84,5,27.7403,18.593927
-20.426,0,0.943333,4,437,0,3,0,1,0.7106020000000001,0.4263611999999989,0.0,0.0,27.252733333333296,34.387200000000036,27.7403,19.6053,-11.791576666666666,-18.404765999999988,-16.1588,-31.6507,0.8286110000000008,0.8971666000000003,1.0,1.0,84,5,41.4367,42.679924
-22.2224,0,1.0,4,413,0,4,0,0,0.11133866666666666,0.4263611999999989,0.334016,1.79779,36.35656666666663,28.25124000000003,41.4367,12.5812,-19.602400000000003,-17.849565999999985,-20.426,1.21007,0.9811110000000007,0.8971666000000003,0.943333,0.5425,84,5,39.8927,43.17344
-12.9701,0,0.99125,3,259,0,4,0,1,0.13426133333333332,0.44011479999999886,0.0,0.0,34.18566666666663,28.57570000000003,39.8927,27.7403,-18.5395,-14.113445999999986,-22.2224,-16.1588,0.978194333333334,0.8954166000000005,1.0,1.0,84,5,21.2276,30.571438
-0.406374,6,0.83,2,4,4,5,0,0,0.579616,0.41457279999999885,0.068768,0.334016,21.918393333333295,26.986436000000033,21.2276,41.4367,-11.866291333333336,-14.436734799999986,-12.9701,-20.426,0.9404166666666675,0.9529166000000002,0.99125,0.943333,84,5,4.63488,3.4347732
5.6853,12,0.015,6,6,7,1,0,0,1.224726,0.8016387999999989,1.67008,0.0,9.102819999999962,21.72757200000003,4.63488,39.8927,-2.563724666666669,-10.067914799999986,-0.406374,-22.2224,0.6120833333333341,0.7559166000000002,0.83,1.0,85,5,1.44598,3.0508971
-8.64997,0,0.78,9,403,0,1,0,1,1.3458886666666665,0.8212867999999988,1.93533,0.068768,34.39958666666663,32.86381200000003,1.44598,21.2276,-1.1236813333333355,-7.7127087999999855,5.6853,-12.9701,0.5416666666666674,0.7232500000000004,0.015,0.99125,85,5,97.1179,49.659832
-17.5156,0,0.9275,5,37,0,2,0,0,0.8841606666666667,0.8782659999999988,0.432256,1.67008,58.7712933333333,40.43527200000003,97.1179,4.63488,-6.826756666666668,-6.771348799999986,-8.64997,-0.406374,0.5741666666666675,0.7087500000000004,0.78,0.83,85,5,77.75,79.90991
-31.7638,0,1.0,4,340,0,2,0,1,0.23905066666666666,0.8645123999999988,0.284896,1.93533,79.76229999999997,49.073552000000035,77.75,1.44598,-19.309790000000003,-10.530088799999984,-17.5156,5.6853,0.9025000000000007,0.7105000000000004,0.9275,0.015,85,5,64.419,119.91751
-11.0013,0,0.616667,3,84,0,3,0,0,0.8481386666666667,0.9824003999999988,0.0,0.432256,49.39602666666662,49.350392000000035,64.419,97.1179,-20.09356666666667,-12.649073999999985,-31.7638,-8.64997,0.8480556666666673,0.6678334000000004,1.0,0.78,85,5,6.01908,15.944582
-4.26434,2,0.815,2,0,2,3,0,1,1.1166600000000002,0.8134263999999989,2.25952,0.284896,24.57472999999996,49.718418000000035,6.01908,77.75,-15.676480000000003,-14.639001999999985,-11.0013,-17.5156,0.8105556666666675,0.8278334000000003,0.616667,0.9275,85,5,3.28611,1.1925368
-20.6066,0,1.0,4,249,0,4,0,0,1.1166600000000002,0.7269751999999989,1.09046,0.0,12.007863333333296,35.63851800000003,3.28611,64.419,-11.957413333333335,-17.030327999999987,-4.26434,-31.7638,0.8105556666666675,0.8718334000000002,0.815,1.0,85,5,26.7184,31.898588
-22.2304,0,1.0,3,1000,0,4,0,1,0.3634866666666667,0.6699959999999988,0.0,2.25952,24.853769999999965,28.99987800000003,26.7184,6.01908,-15.70044666666667,-17.973287999999986,-20.6066,-11.0013,0.938333333333334,0.8863334000000002,1.0,0.616667,85,5,44.5568,26.834785
-14.9972,0,1.0,4,345,0,5,0,0,0.0,0.6699959999999988,0.0,1.09046,31.39436666666663,20.697658000000033,44.5568,3.28611,-19.27806666666667,-14.619967999999986,-22.2304,-4.26434,1.0,0.8863334000000002,1.0,0.815,85,5,22.9079,22.781158
1.92071,6,0.0,4,2,4,1,0,0,0.6549333333333334,0.6110519999999988,0.0,0.0,22.80116266666663,19.681599600000034,22.9079,26.7184,-11.768963333333337,-12.035565999999985,-14.9972,-20.6066,0.6666666666666674,0.7630000000000002,1.0,1.0,86,5,0.938788,6.4067464
2.43339,8,0.92,2,282,5,1,0,1,0.7073280000000001,0.4243967999999988,1.9648,0.0,33.25419599999996,34.20755760000003,0.938788,44.5568,-3.5477000000000025,-10.696019999999987,1.92071,-22.2304,0.6400000000000007,0.7840000000000003,0.0,1.0,86,5,75.9159,45.50821
-12.2954,0,1.0,2,15,0,2,0,0,0.7073280000000001,0.4243967999999988,0.157184,0.0,110.42789599999996,79.74967760000004,75.9159,22.9079,-2.647100000000003,-9.033779999999986,2.43339,-14.9972,0.6400000000000007,0.7840000000000003,0.92,1.0,86,5,254.429,207.69073
-2.18595,4,0.7775,4,0,3,2,0,1,0.34384,0.5992639999999989,0.0,1.9648,117.41046666666664,75.21561760000003,254.429,0.938788,-4.015986666666669,-5.024889999999987,-12.2954,1.92071,0.8991666666666674,0.7395000000000003,1.0,0.0,86,5,21.8865,5.4207325
-1.28836,4,0.576667,8,0,3,3,0,0,1.1232119999999999,1.0983239999999987,0.874336,0.157184,100.60846666666663,75.73601760000004,21.8865,75.9159,-5.2565700000000035,-2.283121999999986,-2.18595,2.43339,0.7847223333333341,0.6548334000000002,0.7775,0.92,86,5,25.5099,9.21803
-24.2124,16,1.0,2,0,0,3,0,1,1.1232119999999999,0.7053639999999988,2.4953,0.0,18.668619999999972,77.27015200000004,25.5099,254.429,-9.228903333333337,-7.509743999999986,-1.28836,-12.2954,0.7847223333333341,0.8548334000000002,0.576667,1.0,86,5,8.60946,31.056372
6.62137,12,0.36125,2,20,7,4,0,0,2.50512,1.6779391999999986,0.0,0.874336,12.020593333333304,62.47545600000003,8.60946,21.8865,-6.293130000000002,-6.672147999999986,-24.2124,-2.18595,0.6459723333333341,0.7430834000000003,1.0,0.7775,86,5,1.94242,2.3721373
-2.46649,2,0.995,8,108,2,4,0,1,1.686452,1.6857983999999988,5.02006,2.4953,17.565226666666636,20.018416000000034,1.94242,25.5099,-6.685840000000003,-4.706365999999986,6.62137,-1.28836,0.7854166666666673,0.7420834000000003,0.36125,0.576667,86,5,42.1438,22.646433
-2.81102,2,0.874,4,6,2,5,0,0,2.0990586666666666,1.7584951999999987,0.039296,0.0,18.81643999999997,18.113736000000035,42.1438,8.60946,0.4479533333333297,-4.831379999999986,-2.46649,-24.2124,0.7434166666666674,0.7613834000000003,0.995,1.0,86,5,12.3631,6.2016277
3.14686,8,0.01,2,8,5,1,0,0,1.0740886666666667,1.6484651999999986,1.23782,5.02006,18.654213333333306,13.302904000000032,12.3631,1.94242,-0.7102166666666699,-3.9443359999999856,-2.81102,6.62137,0.6263333333333341,0.6480500000000002,0.874,0.36125,87,5,1.45574,3.8285656
-8.64997,0,0.8,8,422,0,1,0,1,1.1919766666666667,1.7270571999999986,1.94515,0.039296,32.43364666666664,28.277432000000033,1.45574,42.1438,-2.7713766666666704,-0.8318499999999858,3.14686,-2.46649,0.5613333333333341,0.6080500000000002,0.01,0.995,87,5,83.4821,50.850937
-12.5696,0,0.975,5,542,0,2,0,0,0.8121166666666667,0.7426931999999987,0.39296,1.23782,34.23944666666664,31.445048000000032,83.4821,12.3631,-6.0242366666666705,-4.670043999999986,-8.64997,-2.81102,0.5950000000000008,0.7308000000000002,0.8,0.874,87,5,17.7805,27.957548
-19.1074,0,1.0,5,432,0,2,0,1,0.16373333333333331,0.7348339999999988,0.09824,1.94515,44.3490333333333,29.373188000000034,17.7805,1.45574,-13.442323333333336,-7.998225999999986,-12.5696,3.14686,0.9250000000000007,0.7318000000000003,0.975,0.01,87,5,31.7845,63.502926
